,Unnamed: 0,property_type,place_name,lat,lon,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,floor,expenses,description,title,geometry,index_right,dummy_property_type__apartment,dummy_property_type__house,dummy_property_type__store,distSubte,distEscuela,distHospital,distParque,dummy_acondicionado,dummy_amenities,dummy_alarma,dummy_ascensor,dummy_balcon,dummy_baulera,dummy_blindada,dummy_calefaccion,dummy_cancha,dummy_cine,dummy_cochera,dummy_contrafrente,dummy_crédito,dummy_electrógeno,dummy_estrenar,dummy_fitness,dummy_frente,dummy_frio-calor,dummy_guardacoche,dummy_gimnasio,dummy_jacuzzi,dummy_hidromasaje,dummy_hospital,dummy_jardin,dummy_lavarropas,dummy_lavadero,dummy_laundry,dummy_luminoso,dummy_living,dummy_metrobus,dummy_multisplit,dummy_parque,dummy_patio,dummy_parrilla,dummy_pentahome,dummy_pileta,dummy_premium,dummy_piscina,dummy_policlínico,dummy_profesional,dummy_quincho,dummy_refrigeración,dummy_residencial,dummy_reciclado,dummy_pozo,dummy_sauna,dummy_spa,dummy_split,dummy_solarium,dummy_sum,dummy_S.U.M,dummy_subte,dummy_suite,dummy_seguridad,dummy_terraza,dummy_vigilancia,precio_m2_usd,rooms
1099,73864,apartment,Caballito,-34.6089514961,-58.4489033124,205000,88,2329.5454545454545,,1.0,"Excelente 3 ambientes de 88m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Suite con Vestidor, 2do Baño completo. Cuenta con Cocina Americana. Gran Balcon corrido.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",3 Ambientes de 88m2 en Emprendimiento Premium en Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330.0,9.0
1101,73888,apartment,Caballito,-34.6089514961,-58.4489033124,102000,40,2550.0,,1.0,"Espectacular Monoambiente de 40m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con Cocina Americana.  Baño completo. AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.","Excelente Monoambiente de 40m2, facilmente divisible  a 2 Ambientes, Emprendimiento Premium!!!",POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550.0,4.0
1102,73899,apartment,Caballito,-34.6089514961,-58.4489033124,210000,85,2470.5882352941176,,1.0,"Espectacular 2 ambientes de 85m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con Cocina Americana, Baño completo y toilette.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Excelente 2 ambientes de 85m2. Emprendimiento en Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471.0,8.0
1104,73922,apartment,Caballito,-34.6089514961,-58.4489033124,140000,65,2153.846153846154,,1.0,"Hermoso 2 Ambientes de 65m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con 1 Baño completo y un toilette, cocina comedor, balcón. AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.AGENDA TU ENTREVISTA 5236 - 0400",2 AMBIENTES de 65m2  en el mejor emprendimiento de CABALLITO,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154.0,6.0
1105,73933,apartment,Caballito,-34.6089514961,-58.4489033124,285000,108,2638.8888888888887,,1.0,"Excelente 3 ambientes de 108m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con baño completo, living dormitorio y balcón.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento 3 ambientes en Caballito de 108m2,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.0,11.0
1106,73946,apartment,Caballito,-34.6089514961,-58.4489033124,157000,56,2803.5714285714284,,1.0,"Excelente Monoambiente de 56m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con baño completo, toilette, living dormitorio y balcón.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento en Caballito de 56m2.,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804.0,6.0
1107,73955,apartment,Caballito,-34.6089514961,-58.4489033124,132000,49,2693.877551020408,,1.0,"Excelente Monoambiente de 49m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con baño completo, toilette, living dormitorio y balcón.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento de 49m2 - Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694.0,5.0
1108,74234,apartment,Caballito,-34.6197676481,-58.4451279699,180000,54,3333.333333333333,,2387.64,"Excelente complejo con amenities, único en el barrio de Caballito Dos PlazaPiso AltoIncluye cochera y baulera",Departamento en Caballito,POINT (-58.4451279699 -34.6197676481),0,1,0,0,369.1982930936853,206.6341128417287,870.935400125278,0.023042415926868808,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3333.0,5.0
1110,74502,apartment,Caballito,-34.612401142,-58.4432921481,309000,75,4120.0,,6249.0,"Características del departamento:•	Ambientes: 3•	Dormitorios: 2•	Baños: 2 completos (uno en suite)•	Cocheras: 1•	Condición: Excelente •	Plantas: 1•	Antigüedad: 7 Años •	Situación: en uso•	Orientación: Norte. Nor/oeste y sur. Dependiendo de la habitación•	Disposición: ContrafrenteCOCHERA OPCIONAL u$s 30.000OPCIÓN 2 COCHERASOPCIÓN COCHERA DOBLESUPERFICIES•	Superficie total: 75 m²DESCRIPCIÓNPrecioso departamento en las Torres Caballito Nuevo.  Impresionante predio en pleno Caballito. Son dos Torres de 34 pisos con excelentes terminaciones y amenities. El departamento se encuentra en piso alto de Torre 1.                                                                                                                                                                                                                                        Características del departamento: living comedor con placard de recepción. Balcón con espectacular vista a los amenities del complejo en piso alto. Presenta 2 dormitorios con amplios placard de pared a pared, en ambos casos están con interiores de categoría y funcionales ya que están en uso. La unidad cuenta con 2 baños completos.                                     Excelente luminosidad general y muy buenas vistas desde todos los ambientes ya que tiene ventanas corredizas en todos los ambientes. Caldera individual para agua caliente y calefacción por piso radiante.                                                                                                                                                                                                                              Consideraciones del departamento: se han colocado en todo el departamento (salvo baños y cocina) pisos de madera de Lapacho de primera calidad, correctamente estacionado y pulido semimate.Todos los dormitorios y el living comedor cuentan con aire acondicionado frio/calor de primera marca. Es un multisplit con una unidad exterior.El departamento, como se observa en las fotos, ha sido personalizado, esto incluye decoración, arquitectura de interior, pintura, perfilería, detalles de aprovechamiento en espacios vacíos. Isla en el comedor con iluminación acorde, etc La cocina presenta cerámico de primera calidad tanto en piso como en pared y se han adaptado mobiliarios a medida para su funcionalidad.El departamento se entrega con cortinas sun screen y block out en todos sus ambientes, como también en el comedor.Al baño principal (en suite) se le ha incorporado un mueble con pileta moderna.                                                                                                                                       El placard de la habitación principal es con puertas corredizas con frentes en espejo.  El complejo cuenta con: SUM ubicado en el Piso 34 con vista periférica a toda la ciudad. Increíble piscina climatizada, con sector para uso de bar, además de solárium de gran extensión. Impecable cancha de tenis con iluminación. Cancha de fútbol 5 de césped sintético de gran calidad con iluminación. 8 parrillas ubicadas en la planta baja, en un amplio espacio para 120 personas.1 Gym por cada Torre, con máquinas modernas.1 laundry por Torre con 10 máquinas cada uno.1 Spa con sauna seco e hidromasaje por Torre.Grupo electrógeno. Seguridad las 24 Hs. El edificio cuenta con intendente y personal de mantenimiento.•	Servicios:•	Agua Corriente•	Cloaca•	Gas Natural•	Electricidad•	Seguridad 24HsCochera fija cubiertaLa presente oferta de venta está condicionada a la confección del COTI por parte del propietario. (Res.AFIP 2371). Las medidas son aprox. y orientativas. Las medidas exactas surgirían del titulo de propiedad.",Departamento - Caballito,POINT (-58.44329214810001 -34.612401142),0,1,0,0,906.5973014428721,165.36945219099275,618.114992947707,0.008625962350981037,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4120.0,8.0
1111,74511,apartment,Caballito,-34.612401142,-58.4432921481,490000,127,3858.2677165354326,,10800.0,"Pisos de madera de Eucaliptus Rosado plastificado.En los tres baños mamparas de vidrio y muebles bajo mesada.Muebles a medida en 2 habitaciones. Equipos de aire acondicionado frio-calor. Uno triple (dividido en Living Com, cocina y tercer dormitorio) y otros dos simples en dormitorio principal y segundo  dormitorio. Marca LG.Cortinas marca Riel Americano en todas las ventanas y ventanales.Se entrega equipado con muebles e iluminación.Características del departamento:•	Ambientes: 4•	Dormitorios: 3•	Baños: 3 completos (uno en suite)•	Cocheras: 1•	Condición: Excelente •	Plantas: 1•	Antigüedad: 7 Años •	Situación: en uso•	Orientación: Este Nor/este. Dependiendo de la habitación•	Disposición: frenteCOCHERA OPCIONAL u$s 30.000SUPERFICIES•	Superficie total: 127 m²DESCRIPCIÓNPrecioso departamento en las Torres Caballito Nuevo.  Impresionante predio en pleno Caballito. Son dos Torres de 34 pisos con excelentes terminaciones y amenities. El departamento se encuentra en piso alto de Torre 1.                                                                                                                                                                                                                                        Características del departamento: living comedor con placard de recepción. Balcón con espectacular vista a los amenities del complejo en piso alto. Presenta 3 dormitorios con amplios placard de pared a pared, en ambos casos están con interiores de categoría y funcionales ya que están en uso. La unidad cuenta con 3 baños completos.                                     Excelente luminosidad general y muy buenas vistas desde todos los ambientes ya que tiene ventanas corredizas en todos los ambientes. Caldera individual para agua caliente y calefacción por piso radiante.                                                                                                                                                                                                                              Consideraciones del departamento: se han colocado en todo el departamento (salvo baños y cocina) pisos de madera de primera calidad, correctamente estacionado y pulido semimate.Todos los dormitorios y el living comedor cuentan con aire acondicionado frio/calor de primera marca. Es un multisplit con una unidad exterior, mas 2 equipos independientes.El departamento, como se observa en las fotos, ha sido personalizado, esto incluye decoración, arquitectura de interior, pintura, perfilería, detalles de aprovechamiento en espacios vacíos, Cortinas, etc La cocina presenta cerámico de primera calidad tanto en piso como en pared y se han adaptado mobiliarios a medida para su funcionalidad.El departamento se entrega con cortinas sun screen y block out en todos sus ambientes, como también en el comedor.Al baño principal (en suite) se le ha incorporado un mueble con pileta moderna.                                                                                                                                         El complejo cuenta con: SUM ubicado en el Piso 34 con vista periférica a toda la ciudad. Increíble piscina climatizada, con sector para uso de bar, además de solárium de gran extensión. Impecable cancha de tenis con iluminación. Cancha de fútbol 5 de césped sintético de gran calidad con iluminación. 8 parrillas ubicadas en la planta baja, en un amplio espacio para 120 personas.1 Gym por cada Torre, con máquinas modernas.1 laundry por Torre con 10 máquinas cada uno.1 Spa con sauna seco e hidromasaje por Torre.Grupo electrógeno. Seguridad las 24 Hs. El edificio cuenta con intendente y personal de mantenimiento.•	Servicios:•	Agua Corriente•	Cloaca•	Gas Natural•	Electricidad•	Seguridad 24HsCochera fija cubiertaLa presente oferta de venta está condicionada a la confección del COTI por parte del propietario. (Res.AFIP 2371). Las medidas son aprox. y orientativas. Las medidas exactas surgirían del titulo de propiedad.",Departamento - Caballito,POINT (-58.44329214810001 -34.612401142),0,1,0,0,906.5973014428721,165.36945219099275,618.114992947707,0.008625962350981037,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3858.0,13.0
1112,74536,apartment,Caballito,-34.6053934744,-58.4553203388,79600,36,2211.1111111111113,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211.0,4.0
1113,74559,apartment,Caballito,-34.6089514961,-58.4489033124,230600,105,2196.190476190476,,1.0,"Hermoso 3  Ambientes de 105m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con  2 Baños completos, 1 toilette y un amplio patio.  AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",3 ambientes de 105mts2. Emprendimiento premium en Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196.0,10.0
1114,74563,apartment,Caballito,-34.6053934744,-58.4553203388,82100,36,2280.555555555556,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281.0,4.0
1115,74569,apartment,Caballito,-34.6089514961,-58.4489033124,210000,103,2038.8349514563104,,1.0,"Hermoso 3  Ambientes de 103m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Cuenta con  2 Baños completos, 1 toilette y un amplio patio.  AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento 3 ambientes de 103m2 - Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039.0,10.0
1116,74579,apartment,Caballito,-34.6053934744,-58.4553203388,83400,36,2316.6666666666665,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317.0,4.0
1117,74585,apartment,Caballito,-34.6089514961,-58.4489033124,270000,113,2389.3805309734507,,1.0,"Excelente 3 ambientes de 113m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Suite con Vestidor, Baño completo y toilette. Cuenta con Cocina Americana. Gran Balcon corrido.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento 3 ambientes de 113m2 - Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2389.0,11.0
1118,74593,apartment,Caballito,-34.6053934744,-58.4553203388,82100,36,2280.555555555556,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2281.0,4.0
1119,74602,apartment,Caballito,-34.6089514961,-58.4489033124,238100,87,2736.7816091954023,,1.0,"Excelente 2 ambientes de 87m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Baño completo y toilette. Cuenta con Cocina Americana. Gran Balcon corrido.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento 2 ambientes de 87m2 - Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737.0,9.0
1120,74606,apartment,Caballito,-34.6053934744,-58.4553203388,86700,37,2343.2432432432433,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343.0,4.0
1121,74614,apartment,Caballito,-34.6089514961,-58.4489033124,245000,88,2784.090909090909,,1.0,"Excelente 3 ambientes de 88m2 en el emprendimiento mas importante de Caballito, AIRES DEL CID. Baño completo y toilette. Cuenta con Cocina Americana. Gran Balcon corrido.AIRES DEL CID es un emprendimiento con un diseño arquitectonico unico en Caballito Norte, Cid Campeador. Contara con amplios amenities: GYM, SKY CLUB, PISCINA, SOLARIUM, PARRILLAS, SUM, LAUNDRY y SEGURIDAD.  COCHERAS FIJAS Y CUBIERTAS.Se entregara con Pisos de calidad en todos sus ambientes, Baño completo con Vanitory y Bañera, Cocina con mesada de grantio, muebles bajo mesada y alacenas, Porcelanato de primera marca, Anafe y Horno electrico Instalado. Todas las griferias son de primera marca.",Departamento 3 ambientes de 88m2- Caballito,POINT (-58.4489033124 -34.6089514961),0,1,0,0,1388.946053145746,124.80973885319952,893.2994275596861,0.573193983116479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784.0,9.0
1122,74620,apartment,Caballito,-34.6053934744,-58.4553203388,81600,36,2266.6666666666665,,1000.0,"Excelente unidad de 1 amb aptos profesionales a estrenar. Ideal primer vivienda u oficina. De comodos accesos, y vias de locomocion. Para destacar de ambas unidades, todas poseen bauleras privadas en Planta baja, el mobiliario de cocina e smuy completo de alto y bajo mesada, tienen servicios de gas, eso es muy importante y posee una estufa de tiro balanceado para calefaccionar todo el depto.",Departamento - Paternal,POINT (-58.4553203388 -34.6053934744),0,1,0,0,1594.8402520584896,187.07954063599544,847.6480616981221,0.8921217515228653,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.0,4.0
